date,ticker,PX_LAST,TRAIL_12M_EPS_BEF_XO_ITEM,RETURN_COM_EQY,EBITDA_EV_YIELD
2008-01-31,SYN00,26.210252227965363,0.7449264958922492,15.684896461663557,6.918283851004094
2008-02-29,SYN00,27.767928399737496,0.6827465716658485,12.618301052909127,5.30068565359529
2008-03-31,SYN00,25.092644732885788,0.6979745088819266,12.760502001779479,6.774333929534873
2008-04-30,SYN00,23.49893008429239,0.7440714236127328,11.688797655947209,4.557031282413651
2008-05-31,SYN00,23.80715376704115,0.7400102070469249,12.519735925151476,5.909831174081491
2008-06-30,SYN00,23.53745003930179,0.4798346477023624,14.684083359916423,5.69554405167224
2008-07-31,SYN00,23.65722837366748,0.7183556762091153,13.449813796653777,4.744786042347431
2008-08-31,SYN00,22.70877223030767,0.7178289333225327,14.48562648309155,5.5819407323488095
2008-09-30,SYN00,23.977554901325217,1.2132342435209216,14.552146186384276,6.410038910104538
2008-10-31,SYN00,25.176140407085697,1.1205866797412796,16.46962578958292,5.180990477209976
2008-11-30,SYN00,25.41980069202551,0.5817814705341796,13.14273017679783,4.086453721303446
2008-12-31,SYN00,27.208425640165313,0.7478970510807943,10.874586844835125,5.4259735794573
2009-01-31,SYN00,28.085114568956154,0.5386354546542677,15.962747311670554,4.718085364805247
2009-02-28,SYN00,26.949873942401233,0.6795791492505303,13.165326134332078,5.166151089708151
2009-03-31,SYN00,27.667540777771606,0.8820846051524998,16.057487367681343,5.37475362489116
2009-04-30,SYN00,26.404154625829783,1.0227378977150439,14.59505670489153,4.075502067826843
2009-05-31,SYN00,27.877952307063538,0.6793750515950534,13.566027418119898,4.1474971691827145
2009-06-30,SYN00,27.968817011907966,0.6970521408354285,14.525854266619179,5.825677309059677
2009-07-31,SYN00,27.85250146176666,0.39498066413016053,17.730327598779187,5.0218488837035125
2009-08-31,SYN00,26.990141143538317,0.7663792834878759,17.982263536634093,3.388228367182803
2009-09-30,SYN00,29.04108147444192,0.6471377449912153,13.967064748792145,6.067899069925765
2009-10-31,SYN00,28.968594897054988,0.7515871276784176,14.148683665160739,5.657919644858649
2009-11-30,SYN00,28.464402696217622,0.6671786882382329,15.980782793459358,4.86892398141007
2009-12-31,SYN00,28.086440997560974,0.8125106066686789,12.136980412991894,4.386559671792663
2010-01-31,SYN00,29.094930178071625,0.5096688792778243,14.4944432237631,6.108670157690726
2010-02-28,SYN00,29.864287300294357,0.5905786015685162,13.776576782618875,5.7195043386876
2010-03-31,SYN00,30.733819341748536,1.335575359680749,14.456118901441695,7.346105666786515
2010-04-30,SYN00,31.66015058180231,0.6796609729547343,12.161564866627776,5.776174719619207
2010-05-31,SYN00,35.83228951658293,0.8412843490978474,10.64916749190865,5.750186353648869
2010-06-30,SYN00,35.251095359518914,1.4108207310303418,9.682335606544004,5.306481496552405
2010-07-31,SYN00,34.47806251669281,1.6015695642025265,11.593534252547371,6.0934445343998895
2010-08-31,SYN00,33.167343179219884,0.7474453038775991,12.910951908647922,5.94009200163778
2010-09-30,SYN00,34.5167468047949,0.9480514000730488,13.241919305229064,6.441403847491413
2010-10-31,SYN00,36.94898202670288,1.1620068507608499,17.702764803385623,5.022965505729429
2010-11-30,SYN00,36.93911389579252,1.4391431712105027,16.040289218341183,5.091697862284087
2010-12-31,SYN00,35.483307711458934,0.8529401322051288,11.904120245843334,5.056741303909673
2011-01-31,SYN00,34.11427484080304,0.960732388140148,14.523719383428501,6.072665217582449
2011-02-28,SYN00,35.56985526938444,1.208340884573381,13.014146005825937,6.638723392876643
2011-03-31,SYN00,37.277036605896605,1.1903594231504118,13.259574802446398,5.072951446119816
2011-04-30,SYN00,38.63856926013193,1.0684765769751594,14.198953777357351,5.100204858404783
2011-05-31,SYN00,37.474022040425325,1.082472415524321,15.066644712477375,5.691285619735096
2011-06-30,SYN00,38.184009179193495,0.8552735789047191,13.149785510758557,5.243414640628936
2011-07-31,SYN00,38.66112370092534,1.0967406574584797,15.956005543995305,6.201666763151169
2011-08-31,SYN00,39.36442196006875,1.1119156485028008,11.54442602624178,3.6386020081440194
2011-09-30,SYN00,41.54557407652866,1.276189573744128,13.840980603251126,4.778659803105741
2011-10-31,SYN00,42.31276232635475,1.1413990461849812,19.023649931718253,4.814090773470101
2011-11-30,SYN00,44.18692789497479,1.4022477931643333,14.274461963777139,3.583739030730341
2011-12-31,SYN00,44.61837836805614,1.5232542547961803,16.694731491738935,4.669113085144214
2012-01-31,SYN00,45.60637056378706,1.3810416827886463,14.011342834873004,4.707898947962516
2012-02-29,SYN00,47.50183132603825,1.476413038757404,14.989856669186182,5.279140117024193
2012-03-31,SYN00,44.10727321823903,1.316213367079378,13.714736089741205,6.330396553967468
2012-04-30,SYN00,43.59937334968578,1.2905652593485275,13.487487316198179,5.243975319686695
2012-05-31,SYN00,42.74158276249566,1.1208460363056747,12.26933768507575,4.6153728644223335
2012-06-30,SYN00,41.51413617253045,1.2921238811985265,14.688905196441695,5.394460207668434
2012-07-31,SYN00,41.136720937654104,1.1981961582433573,12.125228100155052,6.2793627377923364
2012-08-31,SYN00,44.93077393116958,1.7485917113378908,15.159472951153447,4.659256787747333
2012-09-30,SYN00,43.09910524148599,1.5904113457111693,15.998876487418407,4.711563933502098
2012-10-31,SYN00,45.73013758661506,1.430788651313195,14.561365293001048,5.8868630080586355
2012-11-30,SYN00,41.938309156961424,1.0887691746811023,13.255805011415204,5.262794948054617
2012-12-31,SYN00,41.420711447747124,1.003577347764894,14.73623363714398,5.9580115932068365
2013-01-31,SYN00,42.04466269728457,1.4827572889349698,13.210956367433763,5.42910640720302
2013-02-28,SYN00,43.683684459392595,1.3455938480071992,15.699396729456886,6.00135475911091
2013-03-31,SYN00,45.699718627991054,1.4487476154702303,10.165490310096342,4.611961349406744
2013-04-30,SYN00,48.02521756458888,1.0726368755295734,13.157087742289296,5.430356120008643
2013-05-31,SYN00,47.396403955568886,1.5884287864669335,9.846678488278592,5.271471829148732
2013-06-30,SYN00,46.48441110397202,1.4668300244409525,10.838180818072178,4.4673111013559526
2013-07-31,SYN00,49.02378971990882,1.2290258305496433,16.556026938154407,4.189241482344306
2013-08-31,SYN00,48.80261741191843,1.3502602704734392,15.61867244246996,5.9886230688589865
2013-09-30,SYN00,45.76964960735623,1.4075323437670828,12.389342011957007,5.159261934864874
2013-10-31,SYN00,43.26268141716021,1.2910756056857304,10.823295566444795,4.622199615321393
2013-11-30,SYN00,41.37680783446535,1.1663258510697914,7.899244802843286,5.363080691100591
2013-12-31,SYN00,42.77972894231821,1.2455891223866615,12.741311462661319,6.3424389265187
2014-01-31,SYN00,43.37563088385018,1.2335300925390444,18.669132503021395,3.6154335643417186
2014-02-28,SYN00,45.32571255388354,1.3721607979751935,14.698071021453883,4.2427128887165955
2014-03-31,SYN00,44.53946196583413,1.612673547782291,12.70915790642761,4.701714687123043
2014-04-30,SYN00,45.1999176515567,0.8245930582660266,14.7584628975272,6.60896693401552
2014-05-31,SYN00,47.063734516224464,1.345723968975085,10.706385772537702,5.666093426974694
2014-06-30,SYN00,46.54821592299101,1.4131370738565157,13.233655753131318,6.053877633008239
2014-07-31,SYN00,48.019698638203835,1.4805895097636699,14.027257424558066,4.527895105338272
2014-08-31,SYN00,46.58158951384968,1.3044395369115032,13.65610117488449,4.544395140422836
2014-09-30,SYN00,45.93546270440877,1.0083526404267524,15.409914721906748,5.798274814017425
2014-10-31,SYN00,45.251772585002165,1.405058757466792,14.517592930998692,5.486643305387614
2014-11-30,SYN00,42.6262671073505,1.6072143241267915,15.164954514742583,5.879014895730558
2014-12-31,SYN00,44.046863579055355,0.9970218816593774,12.45155791406507,5.289887047896495
2015-01-31,SYN00,43.182573374352714,1.4509766379548379,15.623933295347683,5.662538821802959
